date,stock_id,Trading_Volume,Trading_money,open,max,min,close,spread,Trading_turnover
2019-03-27,6669,7122919,2673135220,370.0,387.0,362.0,378.0,0.0,5431
2019-03-28,6669,4537483,1740782870,375.0,391.5,374.0,390.5,12.5,3847
2019-03-29,6669,3122075,1230862400,393.0,398.0,390.0,392.5,2.0,2719
2019-04-01,6669,2862326,1104980380,396.5,397.5,380.5,381.0,-11.5,2394
2019-04-02,6669,3130654,1182467020,381.0,383.5,371.5,381.5,0.5,2621
2019-04-03,6669,1540882,586190440,379.0,384.0,376.5,378.0,-3.5,1376
2019-04-08,6669,4088688,1490760861,380.5,381.0,341.0,354.5,-23.5,3498
2019-04-09,6669,2586989,898640650,349.0,353.0,337.0,350.0,-4.5,2217
2019-04-10,6669,1876623,669420411,348.0,362.5,345.0,357.5,7.5,1721
2019-04-11,6669,1124908,397192116,352.0,358.5,349.5,352.5,-5.0,1094
2019-04-12,6669,673448,237646092,354.5,356.5,349.5,355.5,3.0,632
2019-04-15,6669,565748,201172540,359.5,360.0,352.5,355.0,-0.5,548
2019-04-16,6669,1062671,385175744,357.0,366.5,356.0,364.0,9.0,1013
2019-04-17,6669,858162,313367806,365.0,368.5,361.5,363.0,-1.0,766
2019-04-18,6669,1111233,394621084,365.0,366.0,346.0,348.0,-15.0,1047
2019-04-19,6669,1669688,570957984,348.0,351.5,336.0,342.0,-6.0,1480
2019-04-22,6669,2007153,666430184,341.0,341.0,325.0,328.0,-14.0,1889
2019-04-23,6669,2258599,719105565,326.5,326.5,313.0,316.0,-12.0,2015
2019-04-24,6669,2454720,794786100,316.0,333.5,308.5,330.0,14.0,2266
2019-04-25,6669,913084,295006334,327.0,327.0,320.0,325.0,-5.0,886
2019-04-26,6669,788252,250795384,324.5,324.5,315.5,316.0,-9.0,774
2019-04-29,6669,907155,291178445,320.5,327.5,318.0,318.5,2.5,835
2019-04-30,6669,393703,126342366,318.5,323.0,316.0,321.5,3.0,379
2019-05-02,6669,831581,272126311,324.0,331.5,321.5,331.0,9.5,788
2019-05-03,6669,3140973,1099109857,347.5,358.0,339.0,358.0,27.0,2661
2019-05-06,6669,2178224,771162192,352.0,361.0,342.0,358.5,0.5,1846
2019-05-07,6669,2029032,740376744,358.5,370.0,358.5,368.5,10.0,1645
2019-05-08,6669,1585134,585971580,363.0,374.0,360.0,371.5,3.0,1329
2019-05-09,6669,1955553,711833762,374.0,374.5,351.0,354.0,-17.5,1701
2019-05-10,6669,1222842,439100009,356.0,367.0,353.0,357.5,3.5,1093
2019-05-13,6669,1030663,357794735,352.0,357.5,341.5,345.0,-12.5,962
2019-05-14,6669,1060727,359221719,335.0,348.0,327.5,342.5,-2.5,948
2019-05-15,6669,1069474,370090582,342.5,352.0,341.5,342.0,-0.5,972
2019-05-16,6669,473473,162124874,344.0,346.5,337.0,337.0,-5.0,481
2019-05-17,6669,881222,292301200,340.5,343.0,323.0,323.5,-13.5,798
2019-05-20,6669,828911,271021130,326.0,333.0,321.0,327.0,3.5,750
2019-05-21,6669,1232388,423801696,327.0,358.0,325.0,358.0,31.0,1181
2019-05-22,6669,3221346,1190354145,365.0,374.0,364.0,370.0,12.0,2852
2019-05-23,6669,2057359,742778599,370.5,370.5,354.0,361.0,-9.0,1879
2019-05-24,6669,1222508,446830135,360.0,371.0,360.0,364.0,3.0,1111
2019-05-27,6669,599301,217843107,368.0,369.0,360.0,362.5,-1.5,593
2019-05-28,6669,655105,238377615,365.0,369.0,358.5,365.0,2.5,611
2019-05-29,6669,680263,244696783,361.0,364.5,355.5,358.0,-7.0,603
2019-05-30,6669,517295,186127200,358.0,362.0,355.5,360.0,2.0,506
